ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss,Number
1_sky,sky,1732,SKY,天,
2_sun,sun,1343,SUN,太阳,
4_moon,moon,1313,MOON,月亮,
5_star,star,1430,STAR,星星,
6_weather,weather,952,WEATHER,天气,
9_wind,wind,960,WIND,风,
10_rain,rain,658,RAIN (PRECIPITATION),雨,
11_rainbow,rainbow,1733,RAINBOW,虹,
12_snow,snow,784,SNOW,雪,
13_hail,hail,609,HAIL,雹子,
14_frost,frost,2034,FROST,霜,
15_dew,dew,1977,DEW,露水,
16_fog,fog,249,FOG,雾,
17_ice,ice,617,ICE,冰,
18_fire,fire,221,FIRE,火,
19_smoke,smoke,778,SMOKE (EXHAUST),烟(火~),
23_hillmountain,hill / mountain,639,MOUNTAIN,山,
24_hillsidemountainslope,hillside / mountain slope,3076,SLOPE,山坡,
25_valley,valley,921,VALLEY,山谷,
26_cliff,cliff,992,CLIFF,悬崖,
27_rock,rock,668,ROCK,岩石,
32_sea,sea,1474,SEA,海,
35_well,well,954,WELL,井,
38_road,road,667,ROAD,路,
43_stone,stone,857,STONE,石头,
44_sand,sand,671,SAND,沙子,
46_mud,mud,640,MUD,泥巴,
49_springwater,spring (water),849,SPRING (OF WATER),泉水,
50_forest,forest,420,FOREST,森林,
52_silver,silver,759,SILVER,银子,
54_iron,iron,621,IRON,铁,
57_aluminum,aluminum,3385,ALUMINIUM,铝,
58_coal,coal,2658,COAL,煤,
61_salt,salt,1274,SALT,盐,
63_plantash,plant ash,646,ASH,草木灰,
64_place,place,723,PLACE (POSITION),地方,
65_street,street,1362,STREET,街,
66_village,village,930,VILLAGE,村子,
67_household,household,,,人家,
69_temple,temple,911,TEMPLE,庙,
71_tomb,tomb,1773,GRAVE,坟,
72_towerpagoda,tower / pagoda,1671,TOWER,塔,
75_hair,hair,2648,HAIR (HEAD),头发,
78_eyebrow,eyebrow,1173,EYEBROW,眉毛,
79_eye,eye,1248,EYE,眼睛,
80_nose,nose,1221,NOSE,鼻子,
85_lip,lip,478,LIP,嘴唇,
88_chin,chin,1510,CHIN,下巴,
92_armpit,armpit,1886,ARMPIT,腋,
93_chest,chest,1592,CHEST,胸,
94_breast,breast,1402,BREAST,乳房,
95_milk,milk,635,MILK,奶汁,
96_belly,belly,1251,BELLY,肚子(腹部),
97_navel,navel,1838,NAVEL,肚脐,
101_knee,knee,1371,KNEE,膝盖,
102_calf,calf,498,CALF OF LEG,小腿,
104_ankle,ankle,803,ANKLE,脚踝,
105_arm,arm,1673,ARM,胳膊,
106_elbow,elbow,981,ELBOW,肘,
107_hand,hand,1277,HAND,手,
108_wrist,wrist,799,WRIST,手腕,
109_finger,finger,1303,FINGER,手指,
110_thumb,thumb,1781,THUMB,拇指,
112_fingerlittle,finger (little),2774,LITTLE FINGER,小指,
113_nail,nail,1258,FINGERNAIL,指甲,
119_placenta,placenta,3388,PLACENTA,胎盘,
122_mole,mole,1907,MOLE,痣,
123_soreboil,sore / boil,51,SORE,疮,
124_wound,wound,1109,WOUND,伤口,
125_scar,scar,497,SCAR,疤,
128_fleshmuscle,flesh / muscle,1004,MUSCLE,肌肉,
129_blood,blood,946,BLOOD,血,
131_pulsewrist,pulse (wrist),3267,PULSE,手脉,
132_brains,brains,1583,BRAIN,脑髓,
135_rib,rib,801,RIB,肋骨,
136_joint,joint,999,JOINT,骨节,
138_gum,gum,139,GUMS,牙龈,
139_tongue,tongue,1205,TONGUE,舌头,
140_uvula,uvula,2293,UVULA,小舌,
143_lung,lung,688,LUNG,肺,
144_heart,heart,1223,HEART,心脏,
145_liver,liver,1224,LIVER,肝,
146_kidney,kidney,489,KIDNEY,肾,
149_intestine,intestine,1991,INTESTINES,肠子,
150_bladder,bladder,1746,BLADDER,膀胱,
151_excrement,excrement,675,FAECES (EXCREMENT),屎,
153_fart,fart,1159,FART,屁,
155_sputum,sputum,3061,PHLEGM,痰,
156_saliva,saliva,1503,SALIVA,口水,
157_mucusnasal,mucus (nasal),208,NASAL MUCUS (SNOT),鼻涕,
158_tears,tears,1651,TEAR (OF EYE),眼泪,
159_pus,pus,1808,PUS,脓,
162_corpse,corpse,767,CORPSE,尸体,
164_lifespan,life span,,,寿命,
169_child,child,1304,CHILD (YOUNG HUMAN),小孩儿,
170_baby,baby,1289,BABY,婴儿,
171_oldman,old man,406,OLD MAN,老头儿,
172_oldlady,old lady,907,OLD WOMAN,老太太,
173_man,man,2106,MALE PERSON,男人,
174_woman,woman,962,WOMAN,妇女,
178_peasant,peasant,979,FARMER,农民,
179_soldier,soldier,1941,SOLDIER,士兵,
180_merchant,merchant,1082,MERCHANT,商人,
182_leaderinastockadedvillage,leader in a (stockaded) village,301,CHIEFTAIN,头人(寨首),
184_shepherdboy,shepherd boy,2544,SHEPHERD,牧童,
186_blacksmith,blacksmith,1001,BLACKSMITH,铁匠,
189_monk,monk,,,和尚,
193_beggar,beggar,1934,BEGGAR,乞丐,
194_thief,thief,1160,THIEF,贼,
196_patient,patient,3375,PATIENT (SICK PERSON),病人,
203_lameperson,lame person,2322,LAME PERSON,跛子,
204_deafperson,deaf person,458,DEAF PERSON,聋子,
210_stutterer,stutterer,3367,STUTTERER,结巴,
213_guest,guest,1782,GUEST,客人,
222_daughter,daughter,1357,DAUGHTER,女儿,
224_grandson,grandson,1618,GRANDSON,孙子,
225_granddaughter,granddaughter,1619,GRANDDAUGHTER,孙女,
243_auntfatherssister,aunt (father's sister),,,姑母 (同伯母),
244_relatives,relatives,1644,RELATIVES,亲戚,
245_fatherinlaw,father-in-law,1055,FATHER-IN-LAW,岳父,
246_motherinlaw,mother-in-law,1050,MOTHER-IN-LAW,岳母,
251_widow,widow,1756,WIDOW,寡妇,
252_orphan,orphan,1149,ORPHAN,孤儿,
260_bull,bull,1008,BULL,公牛,
261_cow,cow,1007,COW,母牛,
263_horn,horn,1393,HORN (ANATOMY),犄角,
267_tail,tail,1220,TAIL,尾巴,
268_horse,horse,615,HORSE,马,
269_pony,pony,1647,FOAL,马驹,
270_stallion,stallion,936,STALLION,公马,
271_mare,mare,938,MARE,母马,
273_dunghorse,dung (horse),3378,HORSE DUNG,马粪,
277_lamb,lamb,1972,KID,山羊羔,
280_dunggoatsheep,"dung (goat, sheep)",3381,SHEEP DUNG,羊粪,
282_donkey,donkey,1862,DONKEY,驴,
284_pig,pig,1337,PIG,猪,
285_boar,boar,1348,BOAR (MALE PIG),公猪,
286_sow,sow,1351,SOW (FEMALE PIG),母猪,
287_piglet,piglet,2564,PIGLET,猪崽,
288_dungpig,dung (pig),3379,PIG DUNG,猪粪,
289_dog,dog,2009,DOG,狗,
290_hound,hound,3380,HUNTING DOG,猎狗,
293_chicken,chicken,1318,CHICKEN,鸡,
294_cock,cock,1511,ROOSTER,公鸡,
295_hen,hen,1514,HEN,母鸡,
298_wing,wing,1257,WING,翅膀,
301_goose,goose,1187,GOOSE,鹅,
304_tiger,tiger,846,TIGER,老虎,
305_lion,lion,1386,LION,狮子,
307_clawtalon,claw / talon,72,CLAW,爪子,
308_monkey,monkey,1350,MONKEY,猴子,
310_leopardpanther,leopard / panther,1139,LEOPARD,豹子,
311_bear,bear,1820,BEAR,熊,
312_boarwild,boar (wild),3154,WILD BOAR,野猪,
314_muntjacdeerbarking,muntjac / deer (barking),3152,MUNTJACS,麂子,
317_otter,otter,15,OTTER,水獭,
318_porcupine,porcupine,2510,PORCUPINE,豪猪,
319_hedgehog,hedgehog,1797,HEDGEHOG,刺猬,
320_mouse,mouse,1491,MOUSE,老鼠,
322_weaselyellow,weasel (yellow),3384,WEASEL,黄鼠狼,
323_jackal,jackal,3313,JACKAL,豺,
324_wolf,wolf,522,WOLF,狼,
325_fox,fox,1312,FOX,狐狸,
326_bird,bird,937,BIRD,鸟,
327_nestbird,nest (bird),3549,BIRD NEST,鸟窝,
328_kiteblackearedhawk,kite (black-eared) / hawk,307,HAWK,老鹰,
329_sparrowhawk,sparrow hawk,,,鹞子,
332_owl,owl,735,OWL,猫头鹰,
334_goosewild,goose (wild),2776,WILD GOOSE,大雁,
336_sparrow,sparrow,1854,SPARROW,麻雀,
337_bat,bat,1793,BAT,蝙蝠,
339_crow,crow,913,CROW,乌鸦,
340_pheasant,pheasant,3060,PHEASANT,野鸡,
342_turtledove,turtledove,,,斑鸠,
343_woodpecker,woodpecker,2447,WOODPECKER,啄木鸟,
347_snake,snake,730,SNAKE,蛇,
348_lizard,lizard,632,LIZARD,四脚蛇,
349_frog,frog,503,FROG,青蛙,
352_scale,scale,266,SCALE,鳞,
355_flea,flea,232,FLEA,跳蚤,
356_louse,louse,1392,LOUSE,虱,
357_nit,nit,267,NIT,虮子,
361_spider,spider,843,SPIDER,蜘蛛,
363_earthworm,earthworm,2350,EARTHWORM,蚯蚓,
365_ant,ant,587,ANT,蚂蚁,
367_bee,bee,665,BEE,蜜蜂,
368_locust,locust,810,LOCUST,蝗虫(蚂蚱),
371_snail,snail,1543,SNAIL,蜗牛,
372_tree,tree,906,TREE,树,
373_trunk,trunk,344,TREE TRUNK,树干,
374_branchtwig,branch / twig,1531,BRANCH,树枝,
375_root,root,670,ROOT,根,
376_leaf,leaf,628,LEAF,叶子,
377_flower,flower,239,FLOWER,花,
381_bud,bud,1684,BUD,蓓蕾,
382_willow,willow,818,WILLOW,柳树,
394_tangerine,tangerine,2367,MANDARINE,桔子,
395_persimmon,persimmon,2044,PERSIMMON,柿子,
398_bananaplantain,banana (plantain),399,PLANTAIN,芭蕉,
403_ricepaddy,rice (paddy),3390,WILD RICE,水稻,
404_riceglutinous,rice (glutinous),2750,GLUTINOUS RICE,糯米,
406_seedlingrice,seedling (rice),3050,SEEDLING,秧,
407_earspike,ear / spike,1249,SPIKE,穗[?],
409_riceunhusked,rice (unhusked),2749,UNHUSKED RICE,谷粒,
414_strawwheat,straw (wheat),2299,STRAW,麦秸,
416_maizecorn,maize / corn,506,MAIZE,玉米,
417_millet,millet,931,MILLET,小米,
420_vegetable,vegetable,924,VEGETABLES,蔬菜,
421_radish,radish,2365,RADISH,萝卜,
422_pepperhotchili,pepper (hot) / chili,919,CHILI PEPPER,辣椒,
429_cucumber,cucumber,496,CUCUMBER,黄瓜,
430_peabean,pea / bean,2574,BEAN OR PEA,豆,
434_peanut,peanut,595,GROUNDNUT (PEANUT),花生,
437_mushroom,mushroom,641,MUSHROOM,蘑菇,
439_rice,rice,926,RICE,米,
441_gruelporridge,gruel / porridge,2049,CONGEE,粥(稀饭),
443_meat,meat,634,MEAT,肉,
444_meatlean,meat (lean),3393,LEAN MEAT,瘦肉,
446_oilvegetable,oil (vegetable),2555,OIL (FROM PLANTS),清油,
448_seedofchinesepricklyash,seed of Chinese prickly ash,3395,SICHUAN PEPPER,花椒,
450_egg,egg,744,EGG,蛋(鸡~),
454_tea,tea,1373,TEA,茶,
455_cigarettetobacco,cigarette / tobacco,969,CIGARETTE,烟(吸的~),
456_medicine,medicine,1372,MEDICINE,药,
457_chaffbran,chaff / bran,2363,CHAFF (HUSK),糠,
459_feedpigpigwash,feed (pig) / pigwash,,,猪食,
460_fodderfeedhorse,fodder / feed (horse),,,马料,
462_cloth,cloth,1616,CLOTH,布,
464_fabricsilk,fabric (silk),1641,SILK,绸子,
465_fabricsatin,fabric (satin),,,缎子,
467_clothinggarment,clothing / garment,1895,CLOTHES,衣服,
468_collar,collar,2012,COLLAR,衣领,
469_sleeve,sleeve,2953,SLEEVE,衣袖,
477_puttee,puttee,,,裹腿,
479_shoe,shoe,1381,SHOE,鞋,
482_treasuredobjecttreasure,treasured object / treasure,,,宝贝,
486_ring,ring,1374,RING,戒指,
487_bracelet,bracelet,1754,BRACELET,手镯,
494_house,house,1252,HOUSE,房子,
495_roof,roof,769,ROOF,房顶,
496_eaves,eaves,,,房檐,
497_foundation,foundation,,,地基,
498_kitchen,kitchen,1365,KITCHEN,厨房,
500_upstairs,upstairs,,,楼上,
501_downstairs,downstairs,,,楼下,
504_pigstypenhog,pigsty / pen (hog),3369,PIGSTY,猪圈,
505_stablefencehorse,stable / fence (horse),3403,HORSE BARN,马圈,
507_penchicken,pen (chicken),3401,HENHOUSE,鸡圈,
508_brick,brick,1006,BRICK,砖,
511_woodlog,wood / log,1803,WOOD,木头,
513_pillarcolumn,pillar / column,2045,COLUMN,柱子,
514_door,door,1567,DOOR,门,
518_beamofbuilding,beam (of building),1132,BEAM,梁,
519_rafterofbuilding,rafter (of building),829,RAFTER,椽子,
520_flightofsteps,flight of steps,1158,STEP,台阶,
522_gardenplot,garden (plot),586,GARDEN,园子,
526_bed,bed,1663,BED,床,
527_chestboxtrunk,chest / box / trunk,3150,BOX OR CHEST,箱子,
534_firewood,firewood,10,FIREWOOD,柴,
536_flint,flint,,,火石,
537_tinder,tinder,,,火绒,
538_steelforflint,steel (for flint),2343,STEEL,火镰,
539_match,match,1133,MATCH,火柴,
540_torch,torch,1919,TORCH,火把,
542_garbagerubbish,garbage / rubbish,909,GARBAGE,垃圾,
543_dyestuff,dye (stuff),,,染料,
544_stovecookingrangekitchen,stove (cooking) / range (kitchen),859,STOVE,灶,
545_woklargeironpan,"wok (large, iron) / pan",31,PAN,铁锅,
546_wokfrying,wok (frying),2056,WOK,炒菜锅,
552_spoon,spoon,1378,SPOON,匙(调羹),
557_potjartin,pot / jar / tin,3765,STORING POT,罐子,
558_jarearthen,jar (earthen),3409,EARTHEN JUG,坛子,
562_traywooden,tray (wooden),2629,TRAY,木盆,
565_trivet,trivet,2607,TRIPOD,三脚架,
566_tongsfire,tongs (fire),272,TONGS,火钳,
569_pieceofclothwithstrapsforcarryingatoddler,piece of cloth with straps for carrying a toddler,,,背带(背小孩用),
571_containerformeasuringgrain1decaliter,container for measuring grain (=1 decaliter),,,斗,
576_interestfinancial,interest (financial),2062,INTEREST,利息,
577_rulermeasure,ruler (measure),3405,RULER,尺子,
578_needle,needle,1382,NEEDLE (FOR SEWING),针,
580_nailtack,nail / tack,502,NAIL (TOOL),钉子,
581_scissors,scissors,356,SHEARS,剪子,
582_ladder,ladder,1464,LADDER,梯子,
585_key,key,1472,KEY,钥匙,
586_rodstick,rod / stick,1295,STICK,棍子,
587_wheel,wheel,710,WHEEL,轮子,
589_halterbridle,halter / bridle,,,马笼头,
590_bellyband,bellyband,,,马肚带,
592_stirrup,stirrup,,,马蹬子,
593_horseshoe,horseshoe,,,马掌,
594_manger,manger,,,马槽,
596_reins,reins,,,缰绳,
598_rackpack,rack (pack),,,驮架,
599_yoke,yoke,14,YOKE,牛轭,
604_tool,tool,1361,TOOL,工具,
605_axe,axe,677,AXE,斧头,
606_hammer,hammer,1481,HAMMER,锤子,
609_drillauger,drill / auger,3423,DRILL,钻子,
614_plow,plow,2154,PLOUGH (INSTRUMENT),犁,
618_polecarryingshoulder,pole (carrying / shoulder),3432,SHOULDER POLE,扁担,
622_basketcarriedontheback,basket carried on the back,,,背篓,
624_sickle,sickle,341,SICKLE,镰刀,
626_triphammerforhullingrice,trip-hammer for hulling rice,,,碓(水~),
628_pestle,pestle,225,PESTLE,杵,
630_fanwinnowing,fan (winnowing),2051,DUSTPAN,簸箕,
632_loom,loom,1787,LOOM,织布机,
633_chopper,chopper,3067,CLEAVER,柴刀,
634_sheathscabbard,sheath / scabbard,3424,SHEATH,刀鞘,
636_bowforarrow,bow (for arrow),994,BOW,弓,
637_arrow,arrow,977,ARROW,箭,
640_gunpowder,gunpowder,1798,GUNPOWDER,火药,
643_characterword,character / word,1599,WORD,字,
649_inkchinese,ink (Chinese),2643,INK,墨,
651_speechwords,speech / words,1115,SPEECH,话,
653_proverbsaying,proverb / saying,3646,PROVERB,谚语,
654_jokejest,joke / jest,3425,JOKE,笑话,
655_riddle,riddle,2970,RIDDLE,谜语,
658_chess,chess,,,棋,
660_gong,gong,2502,GONG,锣,
662_chime,chime,2246,BELL,钟,
669_ghostspirit,ghost / spirit,1175,GHOST,鬼,
673_soulspirit,soul / spirit,811,SOUL,灵魂,
676_ideaopinion,idea / opinion,1609,IDEA,想法,
682_birthday,birthday,2407,BIRTHDAY,生日,
683_lifelivelihood,life / livelihood,210,LIFE,生活,
685_age,age,1789,AGE,年纪,
686_surnamenamefamily,surname / name (family),3426,SURNAME,姓,
687_name,name,1405,NAME,名字,
690_danger,danger,1810,DANGER,危险,
691_differencedistinction,difference / distinction,,,区别,
692_partportionshare,part / portion / share,779,PART,份儿,
698_shadow,shadow,1388,SHADE,影子,
699_dream,dream,2374,DREAM,梦,
704_east,east,1877,EAST,东(~方),
705_south,south,1595,SOUTH,南(~方),
708_middle,middle,1093,MIDDLE,中间,
709_side,side,682,SIDE,旁边,
710_left,left,244,LEFT,左边,
711_right,right,1019,RIGHT,右边,
712_front,front,2194,FRONT (PART),前(~边),
713_back,back,2323,BACK (PART),后(~边),
718_edgerimmargin,edge / rim / margin,863,EDGE,边儿,
719_surroundings,surroundings,,,周围,
721_boundarylinedemarcationline,boundary line / demarcation line,,,界线,
722_upperpartofupperreaches,upper part of / upper reaches,,,上方(地势、河流),
723_lowerpartoflowerreaches,lower part of / lower reaches,,,下方(地势、河流),
724_onthetable,on (the table),1741,ABOVE,上(桌子~),
728_onthewall,on (the wall),,,上(挂在墙~),
729_ontopoftheroof,on top (of the roof),57,ATOP,顶上(房~),
730_atthebottomofahill,at the bottom of (a hill),,,下(山~),
731_overabove,over / above,,,以上,
732_belowunder,below / under,,,以下,
733_upwards,upwards,1591,UP,往上,
734_downwards,downwards,1326,DOWN,往下,
736_lowerhalfofthebody,lower half of the body,,,下半身,
738_today,today,1283,TODAY,今天,
739_yesterday,yesterday,1174,YESTERDAY,昨天,
740_daybeforeyesterday,day before yesterday,1180,DAY BEFORE YESTERDAY,前天,
741_threedaysago,three days ago,2333,THREE DAYS BEFORE NOW,大前天,
742_tomorrow,tomorrow,1329,TOMORROW,明天,
743_dayaftertomorrow,day after tomorrow,1179,DAY AFTER TOMORROW,后天,
744_threedaysfromnow,three days from now,2332,THREE DAYS FROM NOW,大后天,
746_tomorrownightevening,tomorrow night / evening,,,明晚,
747_yesterdayeveninglastnight,yesterday evening / last night,,,昨晚,
748_daytime,day (time),1225,DAY (NOT NIGHT),白天,
749_morning,morning,1339,MORNING,早晨,
754_midnight,midnight,2656,MIDNIGHT,半夜,
755_yearofthemouse,year of the mouse,,,子(鼠),
757_yearofthetiger,year of the tiger,,,寅(虎),
759_yearofthedragon,year of the dragon,,,辰(龙),
763_yearofthemonkey,year of the monkey,,,申(猴),
766_yearofthepig,year of the pig,,,亥(猪),
767_animalstwelverepresentingthetwelveyears,animals (twelve) representing the twelve years,,,属相,
769_dayfirstoflunarmonth,day (first of lunar month),3354,FIRST DAY OF THE MONTH,初一,
770_daysecondoflunarmonth,day (second of lunar month),3355,SECOND DAY OF THE MONTH,初二,
771_month,month,1370,MONTH,月,
777_year,year,1226,YEAR,年,
778_thisyear,this year,513,THIS YEAR,今年,
779_lastyear,last year,514,LAST YEAR,去年,
780_yearbeforelast,year before last,2331,YEAR BEFORE LAST YEAR,前年,
781_nextyear,next year,515,NEXT YEAR,明年,
782_yearafternext,year after next,2330,YEAR AFTER NEXT YEAR,后年,
788_initiallybeginninginthe,"initially / beginning, in the",2915,AT FIRST,开始(~时),
791_springseason,spring (season),1537,SPRINGTIME,春,
799_three,three,492,THREE,三,
800_four,four,1500,FOUR,四,
801_five,five,493,FIVE,五,
802_six,six,1703,SIX,六,
803_seven,seven,1704,SEVEN,七,
804_eight,eight,1705,EIGHT,八,
805_nine,nine,1483,NINE,九,
807_eleven,eleven,1706,ELEVEN,十一,
810_fourteen,fourteen,2451,FOURTEEN,十四,
811_fifteen,fifteen,1709,FIFTEEN,十五,
812_sixteen,sixteen,2454,SIXTEEN,十六,
813_seventeen,seventeen,2453,SEVENTEEN,十七,
814_eighteen,eighteen,1713,EIGHTEEN,十八,
815_nineteen,nineteen,1714,NINETEEN,十九,
816_twenty,twenty,1710,TWENTY,二十,
817_thirty,thirty,1715,THIRTY,三十,
818_forty,forty,1716,FORTY,四十,
820_sixty,sixty,1718,SIXTY,六十,
822_eighty,eighty,1722,EIGHTY,八十,
823_ninety,ninety,1724,NINETY,九十,
824_hundred,hundred,1634,HUNDRED,百,
825_onehundredandone,one hundred and one,,,一百零一,
829_million,million,,,百万,
832_half,half,816,HALF,一半,
833_first,first,728,FIRST,第一,
835_classifierforpeople,classifier for people,516,PERSON (CLASSIFIER),个(一~人),
836_classifierforbowls,classifier for bowls,2080,BOWL (CLASSIFIER),个(一~碗),
837_classifierforriver,classifier for river,3418,RIVER (CLASSIFIER),条(一~河),
838_classifierforrope,classifier for rope,2084,ROPE (CLASSIFIER),条(一~绳子),
839_sheetofpaper,sheet (of paper),2729,SHEET (CLASSIFIER),张(一~纸),
840_page,page,,,页(一~书),
841_classifierforeggs,classifier for eggs,3417,EGG (CLASSIFIER),个(一~鸡旦),
844_bladeofgrass,blade (of grass),2731,NEEDLE (CLASSIFIER),根(一~草),
845_grainofrice,grain (of rice),2086,GRAIN (CLASSIFIER),粒(一~米),
848_classifierfortrees,classifier for trees,2721,TREE (CLASSIFIER),棵(一~树),
850_lineofwheat,line (of wheat),1048,LINE,行(一~麦子),
854_classifierforpens,classifier for pens,,,枝(一~笔),
855_pileofexcrement,pile (of excrement),,,堆(一~粪),
858_patchofgroundfield,patch (of ground / field),,,块(一~地),
859_classifierforrocksstones,"classifier for rocks, stones",3419,STONE (CLASSIFIER),块(一~石头),
860_classifierforleaves,classifier for leaves,,,片(一~树叶),
863_classifierforsongs,classifier for songs,3422,SONG (CLASSIFIER),首(一~歌),
864_classifierforgarments,classifier for garments,2088,CLOTHING (CLASSIFIER),件(一~衣),
870_daysjourney,day's (journey),,,天(一~路),
872_rollofcloth,roll (of cloth),,,卷(一~布),
873_boltofcloth,bolt (of cloth),,,匹(一~布),
877_bundlesheaf,bundle / sheaf,,,捆(一~),
878_loadofcuppedhands,load of cupped-hands,,,捧(一~),
889_classifierforrooms,classifier for rooms,,,间(一~房),
890_parcelsackofthings,parcel / sack (of things),,,包(一~东西),
899_fathom,fathom,81,FATHOM,庹(一~),
